id,categoria,nivel,tags,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion,cita_biblica
104,Personajes,intermedio,apostoles,¿Qué apóstol es identificado en los evangelios como 'el Zelote'?,Judas Tadeo,Simón el Zelote,Bartolomé,Andrés,B,"Entre los doce apóstoles se menciona a Simón, llamado el Zelote, posiblemente por su afiliación previa a ese movimiento.",Lucas 6:15
105,Milagros,intermedio,fe-sanidad,"¿Quién tuvo un siervo sanado a distancia por Jesús, tras decir 'solamente di la palabra'?",Un fariseo,Un centurión romano,Un escriba,Un publicano,B,"Un centurión pidió a Jesús que sanara a su siervo sin necesidad de entrar a su casa, mostrando gran fe.","Mateo 8:5-10,13"
106,Personajes,intermedio,confrontacion-pecado,"¿Qué profeta confrontó al rey David tras su pecado con Betsabé, usando una parábola de un cordero?",Gad,Natán,Elías,Samuel,B,El profeta Natán confrontó a David con la parábola del hombre rico que tomó la única oveja del pobre.,2 Samuel 12:1-7
107,Personajes,intermedio,desobediencia,¿Qué rey de Israel consultó a una médium (la adivina de Endor) desobedeciendo la ley de Dios?,David,Saúl,Salomón,Acab,B,"Saúl, desesperado por la ausencia de respuesta de Dios, consultó a la adivina de Endor para invocar a Samuel.",1 Samuel 28:6-8
108,Doctrina básica,intermedio,autoria,¿Qué evangelista escribió también el libro de los Hechos de los Apóstoles?,Marcos,Mateo,Lucas,Juan,C,"Lucas escribió tanto su evangelio como el libro de los Hechos, dirigidos ambos a Teófilo.",Hechos 1:1
109,Números y datos curiosos,intermedio,ministerio,"Según los evangelios, ¿aproximadamente cuántos años duró el ministerio público de Jesús?",1 año,3 años,10 años,40 días,B,"Basado en las referencias a las Pascuas mencionadas en el evangelio de Juan, se estima que el ministerio de Jesús duró alrededor de tres años.",Juan 2:13; 6:4; 11:55
110,Genealogías,intermedio,fe-linaje,¿Qué mujer escondió a los espías israelitas en Jericó y luego se integró al pueblo de Israel?,Débora,Rahab,Jael,Rut,B,"Rahab escondió a los espías en su casa en Jericó, y por su fe fue incluida en el linaje del Mesías.",Josué 2:4-6; Mateo 1:5
111,Parábolas,avanzado,numeros-mayordomia,"En la parábola de los talentos, ¿cuántos talentos recibió el siervo que los enterró en la tierra?",1,2,5,10,A,"El siervo que recibió un talento lo escondió en la tierra por temor, en lugar de negociar con él como los otros dos.","Mateo 25:15,18"
112,Parábolas,avanzado,perdon,"¿Qué parábola relata a un rey que perdona una gran deuda, pero su siervo se niega a perdonar una deuda menor a un consiervo?",El mayordomo infiel,El siervo que no perdona,El hijo pródigo,Los dos deudores,B,Jesús contó esta parábola para enseñar que quienes han sido perdonados deben también perdonar a otros.,Mateo 18:23-35
113,Genealogías,avanzado,familia-real,¿Quién fue el padre del rey Salomón?,Saúl,David,Roboam,Isaí,B,"Salomón era hijo de David y Betsabé, y sucedió a su padre como rey de Israel.",2 Samuel 12:24; 1 Reyes 1:30
114,Genealogías,avanzado,familia-real,¿Cómo se llamaba la madre del rey Salomón?,Abigail,Betsabé,Mical,Ahinoam,B,"Betsabé, esposa de David, fue la madre de Salomón tras la muerte del primer hijo que tuvieron.",2 Samuel 12:24
115,Personajes,avanzado,justicia-profetica,¿Qué profeta confrontó al rey Acab por el asesinato de Nabot para robarle su viña?,Miqueas,Elías,Eliseo,Abdías,B,Elías fue enviado por Dios a confrontar a Acab por haber matado a Nabot para tomar posesión de su viña.,1 Reyes 21:17-19
116,Personajes,avanzado,consejo-sabio,¿Quién fue el suegro de Moisés que le aconsejó nombrar jueces sobre el pueblo para aliviar su carga?,Aarón,Jetro,Coré,Hobab,B,"Jetro, sacerdote de Madián y suegro de Moisés, le aconsejó delegar la resolución de asuntos menores en jueces capaces.",Éxodo 18:17-21
117,Personajes,avanzado,reforma-religiosa,"¿Qué rey de Judá llevó a cabo una gran reforma religiosa, destruyendo los lugares altos e ídolos del reino?",Ezequías,Josías,Joás,Uzías,B,"El rey Josías, tras encontrarse el libro de la ley, destruyó los lugares altos y los ídolos en todo el territorio de Judá.","2 Reyes 23:4-5,24"
118,Genealogías,avanzado,linaje-mesianico,"¿Cómo se llamaba el hijo de Booz y Rut, antepasado del rey David?",Obed,Isaí,Salmón,Fares,A,"Booz y Rut tuvieron un hijo llamado Obed, quien fue abuelo de Isaí y bisabuelo de David.","Rut 4:17,21-22"
119,Personajes,avanzado,revelacion-mistica,"¿Qué apóstol relató haber sido llevado al tercer cielo en una visión, sin saber si fue en el cuerpo o fuera de él?",Pedro,Juan,Pablo,Santiago,C,"Pablo relató en su segunda carta a los Corintios haber sido arrebatado hasta el tercer cielo, al paraíso.",2 Corintios 12:2-4
120,Personajes,avanzado,confrontacion-religiosa,¿Qué profeta menor fue expulsado por el sacerdote Amasías del santuario de Betel por profetizar juicio?,Oseas,Amós,Joel,Nahúm,B,"Amasías, sacerdote de Betel, acusó a Amós ante el rey y le ordenó huir a Judá, pero Amós reafirmó su llamado de Dios.",Amós 7:10-15
121,Personajes,avanzado,invasion-milagro,"¿Qué rey asirio sitió Jerusalén en tiempos de Ezequías, pero su ejército fue destruido por el ángel de Jehová?",Salmanasar,Senaquerib,Tiglat-pileser,Sargón,B,"Senaquerib rey de Asiria sitió Jerusalén, pero el ángel de Jehová hirió a ciento ochenta y cinco mil hombres de su campamento en una noche.",2 Reyes 18:13; 19:35-36
122,Personajes,avanzado,ejercito-david,¿Quién fue el general del ejército de David que mató a Absalón a pesar de la orden del rey de perdonarle la vida?,Abisai,Joab,Benaía,Amasa,B,"Joab, jefe del ejército de David, atravesó con tres dardos el corazón de Absalón mientras colgaba de un árbol.",2 Samuel 18:14-15
123,Personajes,avanzado,esperanza-profetica,¿Qué profeta compró un campo en Anatot como señal de esperanza mientras Jerusalén estaba sitiada por los babilonios?,Ezequiel,Jeremías,Isaías,Baruc,B,Jeremías compró el campo de su primo Hanameel en Anatot como señal de que la tierra volvería a ser habitada tras el exilio.,"Jeremías 32:6-9,15"
124,Personajes,avanzado,division-reino,"¿Quién fue el rey bajo cuyo reinado se dividió el reino de Israel en dos, tras rechazar el consejo de los ancianos?",Salomón,Roboam,Jeroboam,Abiam,B,"Roboam, hijo de Salomón, endureció el trato con el pueblo siguiendo el consejo de los jóvenes, causando la división del reino.",1 Reyes 12:13-17
125,Personajes,avanzado,proteccion-rey,"¿Qué sacerdote escondió y luego coronó al niño Joás como rey, tras el intento de exterminio de la familia real por parte de Atalía?",Urías,Joiada,Hilcías,Sadoc,B,El sacerdote Joiada escondió a Joás en el templo durante seis años y luego organizó su coronación como rey legítimo.,"2 Reyes 11:2-4,12"
126,Personajes,avanzado,juicio-naciones,¿Qué profeta menor predijo la destrucción de Edom debido a su orgullo y su trato hacia Judá?,Nahúm,Abdías,Sofonías,Hageo,B,"Abdías, el más breve de los profetas menores, profetizó juicio sobre Edom por su soberbia y violencia contra su hermano Jacob.","Abdías 1:3-4,10"
127,Personajes,avanzado,escriba-profeta,¿Quién fue el escriba que registró por escrito las profecías dictadas por Jeremías en un rollo?,Baruc,Safán,Semaías,Gemarías,A,"Baruc, hijo de Nerías, escribió de boca de Jeremías todas las palabras que Jehová le había hablado en un rollo.",Jeremías 36:4
128,Personajes,avanzado,exilio,¿Bajo el reinado de qué último rey de Israel (reino del norte) el pueblo fue llevado cautivo a Asiria?,Peka,Oseas,Manahem,Pekaía,B,"En tiempos de Oseas, rey de Israel, el rey de Asiria tomó Samaria y llevó a Israel cautivo a Asiria.",2 Reyes 17:1-6
129,Personajes,avanzado,profetisa,¿Qué profetisa confirmó la autenticidad del libro de la ley hallado en el templo durante el reinado de Josías?,Débora,Hulda,Ana,Noadías,B,"El rey Josías envió a consultar a la profetisa Hulda, quien confirmó que el juicio anunciado en el libro vendría sobre Judá.",2 Reyes 22:14-16
130,Parábolas,avanzado,oracion-perseverancia,¿Qué parábola describe a un juez injusto que finalmente hace justicia por la insistencia de una viuda?,El fariseo y el publicano,El juez injusto y la viuda,El amigo a medianoche,El siervo vigilante,B,Jesús contó esta parábola para enseñar que los discípulos debían orar siempre sin desanimarse.,Lucas 18:1-8
131,Genealogías,avanzado,linaje-mesianico,"¿Quién fue el padre de Isaí y bisabuelo de David, hijo de Booz y Rut?",Obed,Fares,Salmón,Naasón,A,"Obed, hijo de Booz y Rut, engendró a Isaí, quien a su vez fue el padre de David.",Rut 4:21-22
132,Personajes,avanzado,confrontacion-apostolica,¿Qué apóstol confrontó públicamente a Pedro en Antioquía por su hipocresía al separarse de los gentiles?,Bernabé,Pablo,Santiago,Juan,B,"Pablo resistió a Pedro cara a cara en Antioquía, porque este se apartaba de comer con los gentiles por temor a los judíos.",Gálatas 2:11-14
133,Personajes,avanzado,alianza-guerra,"¿Qué rey de Israel murió en batalla contra Siria tras aliarse con Josafat de Judá, a pesar de disfrazarse?",Joram,Acab,Ocozías,Jehú,B,"Acab, aunque se disfrazó para entrar en la batalla, fue herido por una flecha disparada al azar y murió esa tarde.","1 Reyes 22:30,34-35"
134,Personajes,avanzado,llamado-profetico,"¿Qué profeta, al ser llamado por Dios siendo joven, respondió 'no sé hablar, porque soy niño'?",Isaías,Jeremías,Ezequiel,Daniel,B,"Jeremías objetó su llamado por su juventud, pero Dios le aseguró que pondría sus palabras en su boca.",Jeremías 1:6-9
135,Personajes,avanzado,juicio-sacerdotal,¿Qué hijos de Aarón murieron por ofrecer fuego extraño delante de Jehová?,Eleazar e Itamar,Nadab y Abiú,Finees y Ofni,Coré y Datán,B,"Nadab y Abiú, hijos de Aarón, ofrecieron fuego extraño que Jehová no les había mandado, y murieron delante de él.",Levítico 10:1-2
136,Personajes,experto,reinado-juvenil,"¿Qué rey de Judá comenzó a reinar a la edad de ocho años, siendo uno de los más jóvenes en el trono?",Joás,Josías,Manasés,Amón,B,"Josías tenía ocho años cuando comenzó a reinar, y reinó treinta y un años en Jerusalén.",2 Reyes 22:1
137,Milagros,experto,confrontacion-sobrenatural,"¿Quién confrontó a Balaam a través de un ángel, luego de que su asna hablara al verlo?",Un profeta enviado por Balac,El ángel de Jehová,Moisés,Un sacerdote madianita,B,"El ángel de Jehová se puso en el camino de Balaam, y al ver que su asna se desviaba tres veces, Dios abrió la boca del animal.",Números 22:22-31
138,Geografía,experto,significado-lugar,"¿Qué significa el nombre 'Betel', el lugar donde Jacob tuvo el sueño de la escalera al cielo?",Casa de Dios,Puerta del cielo,Monte santo,Fuente de vida,A,"Jacob llamó a aquel lugar Betel, que significa 'casa de Dios', tras despertar de su sueño con la escalera.",Génesis 28:17-19
139,Personajes,experto,exilio-asirio,¿Qué rey asirio inició el asedio que culminó con la caída de Samaria y el exilio del reino del norte?,Senaquerib,Salmanasar,Nabucodonosor,Tiglat-pileser III,B,"El texto bíblico registra que Salmanasar rey de Asiria subió contra Samaria y la sitió, dando inicio a la caída del reino del norte.",2 Reyes 17:3-6
140,Personajes,experto,vision-profetica,¿Qué profeta menor tuvo una visión de una canasta de fruta de verano como símbolo de que 'el fin ha llegado' para Israel?,Oseas,Amós,Miqueas,Joel,B,"Dios mostró a Amós una canasta de fruta de verano, indicando que el fin había llegado sobre el pueblo de Israel.",Amós 8:1-2
141,Personajes,experto,escritura-pared,¿Qué rey babilónico vio una mano escribir en la pared durante un banquete la noche en que murió?,Nabucodonosor,Belsasar,Evil-merodac,Nabonido,B,"Belsasar vio los dedos de una mano escribiendo en la pared del palacio, y esa misma noche fue muerto.","Daniel 5:1,5,30"
142,Personajes,experto,poesia-profetica,¿Qué profeta escribió el 'cántico de la viña' como imagen del trato de Dios con Israel?,Jeremías,Isaías,Ezequiel,Oseas,B,"Isaías compuso el cántico de la viña, donde el amado cuidó su viña esperando buen fruto pero obtuvo uvas silvestres.",Isaías 5:1-7
143,Personajes,experto,reconstruccion,¿Qué copero del rey persa Artajerjes obtuvo permiso para reconstruir los muros de Jerusalén?,Esdras,Nehemías,Zorobabel,Mardoqueo,B,"Nehemías, copero del rey, pidió permiso para ir a Jerusalén y reconstruir sus muros derribados.","Nehemías 1:11; 2:1,5"
144,Personajes,experto,liberacion-pueblo,¿Qué reina judía en Persia arriesgó su vida acercándose al rey sin ser llamada para salvar a su pueblo?,Vasti,Ester,Débora,Abigail,B,"Ester decidió presentarse ante el rey Asuero sin haber sido llamada, diciendo 'si perezco, que perezca', para interceder por su pueblo.",Ester 4:16
145,Personajes,experto,antagonista,¿Qué funcionario persa planeó el exterminio de todos los judíos del imperio en el libro de Ester?,Mardoqueo,Amán,Hatac,Memucán,B,"Amán, enojado porque Mardoqueo no se inclinaba ante él, tramó la destrucción de todos los judíos del imperio persa.",Ester 3:5-6
146,Personajes,experto,vision-carro,¿Qué profeta tuvo la visión de un carro celestial con seres vivientes y ruedas junto al río Quebar?,Daniel,Ezequiel,Zacarías,Isaías,B,"Ezequiel, estando entre los cautivos junto al río Quebar, vio visiones de Dios que incluían un carro con seres vivientes y ruedas.","Ezequiel 1:1,4-15"
147,Personajes,experto,caida-jerusalen,"¿Qué rey de Judá fue cegado por los babilonios tras ver morir a sus hijos, al caer Jerusalén?",Joacim,Sedequías,Joaquín,Manasés,B,Sedequías vio morir a sus hijos y luego los babilonios le sacaron los ojos y lo llevaron atado a Babilonia.,2 Reyes 25:6-7
148,Personajes,experto,simbolismo-profetico,"¿Qué profeta, como parte de su llamado, comió un rollo que en su boca era dulce como la miel?",Jeremías,Ezequiel,Daniel,Zacarías,B,"Dios le mandó a Ezequiel comer un rollo con lamentaciones y gemidos, el cual fue en su boca dulce como la miel.",Ezequiel 3:1-3
149,Personajes,experto,destruccion-templo,¿Qué general babilónico fue el encargado de destruir el templo de Jerusalén en el año 586 a.C.?,Nabuzaradán,Nergal-sarezer,Nabopolasar,Belsasar,A,"Nabuzaradán, capitán de la guardia babilónica, quemó la casa de Jehová y las casas principales de Jerusalén.",2 Reyes 25:8-9
150,Personajes,experto,juicio-ninive,"¿Qué profeta menor anunció la destrucción definitiva de Nínive, generaciones después de que la ciudad se arrepintiera en tiempos de Jonás?",Nahúm,Abdías,Sofonías,Hageo,A,"Nahúm profetizó el juicio final sobre Nínive, en contraste con el arrepentimiento temporal que la ciudad mostró en tiempos de Jonás.","Nahúm 1:1; 3:1,7"
151,Personajes,experto,reinado-breve,¿Qué rey de Israel asesinó a su predecesor Ela y reinó únicamente durante siete días?,Zimri,Omri,Nadab,Baasa,A,"Zimri conspiró contra Ela, lo mató y reinó, pero al ver que Omri era proclamado rey por el ejército, se quitó la vida a los siete días.","1 Reyes 16:9-10,15,18"
152,Personajes,experto,mision-companero,"¿Qué discípulo, conocido como 'hijo de consolación', acompañó a Pablo en su primer viaje misionero?",Silas,Bernabé,Timoteo,Tito,B,"Bernabé, cuyo nombre significa 'hijo de consolación', fue apartado junto con Pablo para la obra misionera por el Espíritu Santo.",Hechos 4:36; 13:2-3
153,Milagros,experto,resurreccion-predicacion,¿Qué joven cayó de una ventana durante una prolongada predicación nocturna de Pablo y fue resucitado por él?,Onésimo,Eutico,Trófimo,Segundo,B,"Eutico, vencido por el sueño, cayó del tercer piso durante la predicación de Pablo, pero este lo abrazó y lo devolvió a la vida.",Hechos 20:9-10
154,Personajes,experto,juicio-langosta,¿Qué profeta menor usó la imagen de un ejército de langostas para describir un juicio devastador sobre Judá?,Amós,Joel,Miqueas,Habacuc,B,Joel describió una plaga de langostas como juicio de Dios y llamó al pueblo al arrepentimiento y ayuno.,Joel 1:4; 2:12-13
155,Personajes,experto,conversion-riqueza,"¿Qué hombre rico, jefe de los publicanos, subió a un árbol de sicómoro para poder ver a Jesús en Jericó?",Mateo,Zaqueo,Simón,Bartimeo,B,"Zaqueo, siendo de baja estatura, subió a un sicómoro para ver a Jesús, quien luego fue a hospedarse en su casa.",Lucas 19:2-5
